Epoch 01 | Loss 2.5211 | Val Acc 0.4370
Epoch 74 | Loss 1.3104 | Val Acc 0.5593
Epoch 75 | Loss 1.3094 | Val Acc 0.5589
Epoch 76 | Loss 1.3090 | Val Acc 0.5586
Epoch 77 | Loss 1.3089 | Val Acc 0.5580
Epoch 78 | Loss 1.3075 | Val Acc 0.5590
Epoch 79 | Loss 1.3072 | Val Acc 0.5592
Epoch 80 | Loss 1.3068 | Val Acc 0.5589
Epoch 81 | Loss 1.3067 | Val Acc 0.5596
Epoch 82 | Loss 1.3054 | Val Acc 0.5578
Epoch 83 | Loss 1.3047 | Val Acc 0.5595
Epoch 84 | Loss 1.3042 | Val Acc 0.5576
Epoch 85 | Loss 1.3035 | Val Acc 0.5595
Epoch 86 | Loss 1.3035 | Val Acc 0.5573
Epoch 87 | Loss 1.3023 | Val Acc 0.5585
Epoch 88 | Loss 1.3019 | Val Acc 0.5570
Epoch 89 | Loss 1.3021 | Val Acc 0.5590
Epoch 90 | Loss 1.3013 | Val Acc 0.5597
Epoch 91 | Loss 1.3009 | Val Acc 0.5589
Epoch 92 | Loss 1.3002 | Val Acc 0.5576
Epoch 93 | Loss 1.3000 | Val Acc 0.5573
Epoch 94 | Loss 1.2993 | Val Acc 0.5562
Epoch 95 | Loss 1.2988 | Val Acc 0.5570
Epoch 96 | Loss 1.2985 | Val Acc 0.5588
Epoch 97 | Loss 1.2976 | Val Acc 0.5585
Epoch 98 | Loss 1.2966 | Val Acc 0.5587
Epoch 99 | Loss 1.2971 | Val Acc 0.5578
Epoch 100 | Loss 1.2968 | Val Acc 0.5582
Epoch 101 | Loss 1.2953 | Val Acc 0.5577
Epoch 102 | Loss 1.2955 | Val Acc 0.5601
Epoch 103 | Loss 1.2950 | Val Acc 0.5595
Epoch 104 | Loss 1.2942 | Val Acc 0.5593
Epoch 105 | Loss 1.2943 | Val Acc 0.5585
Epoch 106 | Loss 1.2940 | Val Acc 0.5586
Epoch 107 | Loss 1.2937 | Val Acc 0.5596
Epoch 108 | Loss 1.2929 | Val Acc 0.5592
Epoch 109 | Loss 1.2926 | Val Acc 0.5597
Epoch 110 | Loss 1.2923 | Val Acc 0.5568
Epoch 111 | Loss 1.2916 | Val Acc 0.5586
Epoch 112 | Loss 1.2919 | Val Acc 0.5592
Epoch 113 | Loss 1.2901 | Val Acc 0.5586
Epoch 114 | Loss 1.2899 | Val Acc 0.5602
Epoch 115 | Loss 1.2897 | Val Acc 0.5571
Epoch 116 | Loss 1.2896 | Val Acc 0.5593
Epoch 117 | Loss 1.2887 | Val Acc 0.5580
Epoch 118 | Loss 1.2882 | Val Acc 0.5592
Epoch 119 | Loss 1.2884 | Val Acc 0.5589
Epoch 120 | Loss 1.2880 | Val Acc 0.5597
Epoch 121 | Loss 1.2881 | Val Acc 0.5585
Epoch 122 | Loss 1.2875 | Val Acc 0.5592
Epoch 123 | Loss 1.2869 | Val Acc 0.5598
Epoch 124 | Loss 1.2866 | Val Acc 0.5587
Epoch 125 | Loss 1.2862 | Val Acc 0.5579
Epoch 126 | Loss 1.2865 | Val Acc 0.5590
Epoch 127 | Loss 1.2856 | Val Acc 0.5589
Epoch 128 | Loss 1.2856 | Val Acc 0.5605
Epoch 129 | Loss 1.2852 | Val Acc 0.5594
Epoch 130 | Loss 1.2848 | Val Acc 0.5588
Epoch 131 | Loss 1.2840 | Val Acc 0.5605
Epoch 132 | Loss 1.2836 | Val Acc 0.5607
Epoch 133 | Loss 1.2839 | Val Acc 0.5594
Epoch 134 | Loss 1.2831 | Val Acc 0.5591
Epoch 135 | Loss 1.2830 | Val Acc 0.5601
Epoch 136 | Loss 1.2826 | Val Acc 0.5591
Epoch 137 | Loss 1.2821 | Val Acc 0.5588
Epoch 138 | Loss 1.2818 | Val Acc 0.5589
Epoch 139 | Loss 1.2814 | Val Acc 0.5610
Epoch 140 | Loss 1.2808 | Val Acc 0.5589
Epoch 141 | Loss 1.2812 | Val Acc 0.5586
Epoch 142 | Loss 1.2810 | Val Acc 0.5602
Epoch 143 | Loss 1.2803 | Val Acc 0.5597
Epoch 144 | Loss 1.2804 | Val Acc 0.5587
Epoch 145 | Loss 1.2802 | Val Acc 0.5572
Epoch 146 | Loss 1.2791 | Val Acc 0.5596
Epoch 147 | Loss 1.2792 | Val Acc 0.5576
Epoch 148 | Loss 1.2786 | Val Acc 0.5578
Epoch 149 | Loss 1.2784 | Val Acc 0.5597
Epoch 150 | Loss 1.2793 | Val Acc 0.5599
Epoch 151 | Loss 1.2778 | Val Acc 0.5577
Epoch 152 | Loss 1.2771 | Val Acc 0.5591
Epoch 153 | Loss 1.2774 | Val Acc 0.5592
Epoch 154 | Loss 1.2768 | Val Acc 0.5594
Epoch 155 | Loss 1.2766 | Val Acc 0.5584
Epoch 156 | Loss 1.2771 | Val Acc 0.5593
Epoch 157 | Loss 1.2759 | Val Acc 0.5577
Epoch 158 | Loss 1.2755 | Val Acc 0.5597
Epoch 159 | Loss 1.2750 | Val Acc 0.5582
Epoch 160 | Loss 1.2759 | Val Acc 0.5583
Epoch 161 | Loss 1.2756 | Val Acc 0.5585
Epoch 162 | Loss 1.2751 | Val Acc 0.5598
Epoch 163 | Loss 1.2751 | Val Acc 0.5599
Epoch 164 | Loss 1.2750 | Val Acc 0.5564
Epoch 165 | Loss 1.2749 | Val Acc 0.5593
Epoch 166 | Loss 1.2745 | Val Acc 0.5559
Epoch 167 | Loss 1.2741 | Val Acc 0.5587
Epoch 168 | Loss 1.2741 | Val Acc 0.5597
Epoch 169 | Loss 1.2729 | Val Acc 0.5598
Epoch 170 | Loss 1.2730 | Val Acc 0.5614
Epoch 171 | Loss 1.2731 | Val Acc 0.5592
Epoch 172 | Loss 1.2730 | Val Acc 0.5589
Epoch 173 | Loss 1.2730 | Val Acc 0.5601
Epoch 174 | Loss 1.2723 | Val Acc 0.5590
Epoch 175 | Loss 1.2720 | Val Acc 0.5575
Epoch 176 | Loss 1.2718 | Val Acc 0.5603
Epoch 177 | Loss 1.2716 | Val Acc 0.5584
Epoch 178 | Loss 1.2710 | Val Acc 0.5585
Epoch 179 | Loss 1.2708 | Val Acc 0.5602
Epoch 180 | Loss 1.2714 | Val Acc 0.5570
Epoch 181 | Loss 1.2710 | Val Acc 0.5578
Epoch 182 | Loss 1.2704 | Val Acc 0.5571
Epoch 183 | Loss 1.2705 | Val Acc 0.5586
Epoch 184 | Loss 1.2701 | Val Acc 0.5594
Epoch 185 | Loss 1.2703 | Val Acc 0.5573
Epoch 186 | Loss 1.2694 | Val Acc 0.5603
Epoch 187 | Loss 1.2696 | Val Acc 0.5600
Epoch 188 | Loss 1.2689 | Val Acc 0.5594
Epoch 189 | Loss 1.2692 | Val Acc 0.5567
Epoch 190 | Loss 1.2688 | Val Acc 0.5585
Epoch 191 | Loss 1.2692 | Val Acc 0.5569
Epoch 192 | Loss 1.2679 | Val Acc 0.5584
Epoch 193 | Loss 1.2672 | Val Acc 0.5590
Epoch 194 | Loss 1.2681 | Val Acc 0.5583
Epoch 195 | Loss 1.2680 | Val Acc 0.5581
Epoch 196 | Loss 1.2675 | Val Acc 0.5597
Epoch 197 | Loss 1.2677 | Val Acc 0.5577
Epoch 198 | Loss 1.2682 | Val Acc 0.5592
Epoch 199 | Loss 1.2669 | Val Acc 0.5599
Epoch 200 | Loss 1.2669 | Val Acc 0.5602
Epoch 201 | Loss 1.2667 | Val Acc 0.5578
Epoch 202 | Loss 1.2661 | Val Acc 0.5599
Epoch 203 | Loss 1.2658 | Val Acc 0.5584
Epoch 204 | Loss 1.2660 | Val Acc 0.5559
Epoch 205 | Loss 1.2659 | Val Acc 0.5572
Epoch 206 | Loss 1.2657 | Val Acc 0.5598
Epoch 207 | Loss 1.2655 | Val Acc 0.5590
Epoch 208 | Loss 1.2655 | Val Acc 0.5608
Epoch 209 | Loss 1.2657 | Val Acc 0.5583
Epoch 210 | Loss 1.2649 | Val Acc 0.5553
Epoch 211 | Loss 1.2648 | Val Acc 0.5592
Epoch 212 | Loss 1.2648 | Val Acc 0.5575
Epoch 213 | Loss 1.2653 | Val Acc 0.5589
Epoch 214 | Loss 1.2646 | Val Acc 0.5581
Epoch 215 | Loss 1.2645 | Val Acc 0.5590
Epoch 216 | Loss 1.2640 | Val Acc 0.5596
Epoch 217 | Loss 1.2643 | Val Acc 0.5593
Epoch 218 | Loss 1.2637 | Val Acc 0.5582
Epoch 219 | Loss 1.2629 | Val Acc 0.5601
Epoch 220 | Loss 1.2626 | Val Acc 0.5586
Epoch 221 | Loss 1.2632 | Val Acc 0.5578
Epoch 222 | Loss 1.2626 | Val Acc 0.5572
Epoch 223 | Loss 1.2630 | Val Acc 0.5582
Epoch 224 | Loss 1.2630 | Val Acc 0.5600
Epoch 225 | Loss 1.2627 | Val Acc 0.5607
Epoch 226 | Loss 1.2626 | Val Acc 0.5570
Epoch 227 | Loss 1.2623 | Val Acc 0.5562
Epoch 228 | Loss 1.2627 | Val Acc 0.5584
Epoch 229 | Loss 1.2620 | Val Acc 0.5572
Epoch 230 | Loss 1.2630 | Val Acc 0.5584
Epoch 231 | Loss 1.2622 | Val Acc 0.5596
Epoch 232 | Loss 1.2621 | Val Acc 0.5579
Epoch 233 | Loss 1.2616 | Val Acc 0.5574
Epoch 234 | Loss 1.2616 | Val Acc 0.5598
Epoch 235 | Loss 1.2610 | Val Acc 0.5580
Epoch 236 | Loss 1.2606 | Val Acc 0.5580
Epoch 237 | Loss 1.2613 | Val Acc 0.5575
Epoch 238 | Loss 1.2608 | Val Acc 0.5572
Epoch 239 | Loss 1.2604 | Val Acc 0.5593
Epoch 240 | Loss 1.2608 | Val Acc 0.5593
Epoch 241 | Loss 1.2603 | Val Acc 0.5600
Epoch 242 | Loss 1.2600 | Val Acc 0.5574
Epoch 243 | Loss 1.2600 | Val Acc 0.5575
Epoch 244 | Loss 1.2602 | Val Acc 0.5565
Epoch 245 | Loss 1.2602 | Val Acc 0.5581
Epoch 246 | Loss 1.2597 | Val Acc 0.5593
Epoch 247 | Loss 1.2596 | Val Acc 0.5588
Epoch 248 | Loss 1.2591 | Val Acc 0.5597
Epoch 249 | Loss 1.2594 | Val Acc 0.5578
Epoch 250 | Loss 1.2592 | Val Acc 0.5586
Epoch 251 | Loss 1.2591 | Val Acc 0.5586
Epoch 252 | Loss 1.2596 | Val Acc 0.5577
Epoch 253 | Loss 1.2588 | Val Acc 0.5581
Epoch 254 | Loss 1.2593 | Val Acc 0.5576
Epoch 255 | Loss 1.2583 | Val Acc 0.5571
Epoch 256 | Loss 1.2590 | Val Acc 0.5568
Epoch 257 | Loss 1.2590 | Val Acc 0.5582
Epoch 258 | Loss 1.2581 | Val Acc 0.5596
Epoch 259 | Loss 1.2585 | Val Acc 0.5587
Epoch 260 | Loss 1.2583 | Val Acc 0.5599
Epoch 261 | Loss 1.2580 | Val Acc 0.5557
Epoch 262 | Loss 1.2574 | Val Acc 0.5567
Epoch 263 | Loss 1.2581 | Val Acc 0.5587
Epoch 264 | Loss 1.2576 | Val Acc 0.5586
Epoch 265 | Loss 1.2571 | Val Acc 0.5595
Epoch 266 | Loss 1.2573 | Val Acc 0.5589
Epoch 267 | Loss 1.2571 | Val Acc 0.5583
Epoch 268 | Loss 1.2571 | Val Acc 0.5569
Epoch 269 | Loss 1.2570 | Val Acc 0.5592
Epoch 270 | Loss 1.2564 | Val Acc 0.5577
Epoch 271 | Loss 1.2569 | Val Acc 0.5568
Epoch 272 | Loss 1.2565 | Val Acc 0.5589
Epoch 273 | Loss 1.2568 | Val Acc 0.5580
Epoch 274 | Loss 1.2564 | Val Acc 0.5577
Epoch 275 | Loss 1.2568 | Val Acc 0.5587
Epoch 276 | Loss 1.2561 | Val Acc 0.5576
Epoch 277 | Loss 1.2557 | Val Acc 0.5576
Epoch 278 | Loss 1.2566 | Val Acc 0.5580
Epoch 279 | Loss 1.2558 | Val Acc 0.5575
Epoch 280 | Loss 1.2562 | Val Acc 0.5588
Epoch 281 | Loss 1.2560 | Val Acc 0.5579
Epoch 282 | Loss 1.2554 | Val Acc 0.5589
Epoch 283 | Loss 1.2552 | Val Acc 0.5588
Epoch 284 | Loss 1.2551 | Val Acc 0.5583
Epoch 285 | Loss 1.2556 | Val Acc 0.5585
Epoch 286 | Loss 1.2556 | Val Acc 0.5580
Epoch 287 | Loss 1.2550 | Val Acc 0.5583
Epoch 288 | Loss 1.2545 | Val Acc 0.5585
Epoch 289 | Loss 1.2543 | Val Acc 0.5572
Epoch 290 | Loss 1.2548 | Val Acc 0.5559
Epoch 291 | Loss 1.2553 | Val Acc 0.5583
Epoch 292 | Loss 1.2542 | Val Acc 0.5567
Epoch 293 | Loss 1.2543 | Val Acc 0.5583
Epoch 294 | Loss 1.2543 | Val Acc 0.5567
Epoch 295 | Loss 1.2544 | Val Acc 0.5575
Epoch 296 | Loss 1.2541 | Val Acc 0.5571
Epoch 297 | Loss 1.2532 | Val Acc 0.5571
Epoch 298 | Loss 1.2537 | Val Acc 0.5585
Epoch 299 | Loss 1.2538 | Val Acc 0.5578
Epoch 300 | Loss 1.2531 | Val Acc 0.5588
